name,date,value
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2023-03-01,6.5
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2023-04-01,6.5
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2023-05-01,6.7
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2023-06-01,6.8
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2023-07-01,6.0
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2023-08-01,6.6
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2023-09-01,7.0
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2023-10-01,6.2
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2023-11-01,6.0
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2023-12-01,6.0
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2024-01-01,6.2
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2024-02-01,6.1
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2024-03-01,6.1
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2024-04-01,5.8
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2024-05-01,5.7
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2024-06-01,4.5
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2024-07-01,5.5
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2024-08-01,5.7
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2024-09-01,5.7
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2024-10-01,5.5
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2024-11-01,5.6
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2024-12-01,5.6
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2025-01-01,5.3
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2025-02-01,5.2
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2025-03-01,5.4
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2025-04-01,6.1
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2025-05-01,6.6
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2025-06-01,5.9
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2025-07-01,5.6
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2025-08-01,5.4
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2025-09-01,
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2025-10-01,
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2025-11-01,
 Leisure and hospitality Total US All areas Hires All size classes Rate Seasonally adjusted,2025-12-01,
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2000-01-01,
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2000-02-01,
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2000-03-01,
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2000-04-01,
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2000-05-01,
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2000-06-01,
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2000-07-01,
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2000-08-01,
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2000-09-01,
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2000-10-01,
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2000-11-01,
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2000-12-01,566.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2001-01-01,654.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2001-02-01,601.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2001-03-01,695.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2001-04-01,582.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2001-05-01,527.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2001-06-01,447.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2001-07-01,588.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2001-08-01,544.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2001-09-01,540.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2001-10-01,375.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2001-11-01,452.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2001-12-01,434.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2002-01-01,356.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2002-02-01,414.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2002-03-01,410.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2002-04-01,376.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2002-05-01,399.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2002-06-01,342.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2002-07-01,376.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2002-08-01,395.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2002-09-01,351.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2002-10-01,382.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2002-11-01,406.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2002-12-01,377.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2003-01-01,392.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2003-02-01,362.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2003-03-01,352.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2003-04-01,371.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2003-05-01,430.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2003-06-01,424.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2003-07-01,338.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2003-08-01,389.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2003-09-01,396.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2003-10-01,458.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2003-11-01,438.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2003-12-01,446.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2004-01-01,454.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2004-02-01,467.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2004-03-01,443.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2004-04-01,410.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2004-05-01,429.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2004-06-01,466.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2004-07-01,516.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2004-08-01,465.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2004-09-01,524.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2004-10-01,486.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2004-11-01,428.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2004-12-01,471.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2005-01-01,541.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2005-02-01,525.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2005-03-01,558.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2005-04-01,625.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2005-05-01,535.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2005-06-01,577.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2005-07-01,536.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2005-08-01,514.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2005-09-01,485.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2005-10-01,505.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2005-11-01,529.0
 Leisure and hospitality Total US All areas Job openings All size classes Level - In Thousands Seasonally adjusted,2005-12-01,587.0
